latitude,longitude,altitude,geometry,coordinates,@id,piste:difficulty,piste:type,type,access,area,leisure,name,route,note,source,piste:grooming,website,fixme,lit,comment,piste:ref,bridge,layer,piste:name,piste:alt_name,highway,sac_scale,service,piste:old_name,tunnel,abandoned,material,old_name,piste:old_ref,trail_visibility,oneway,tracktype,piste:abandoned,closed,piste:patrolled,cycleway:right,description,lane_markings,surface,short_name,piste:oneway,oneway:track,lanes,railway,ele:local,bicycle,foot,sidewalk,FIXME,structure,@relations,sport
,,,Polygon,"6.5059907,45.2977663,6.5061325,45.2973082,6.5062605,45.2971338,6.5063902,45.2970394,6.5065401,45.2970427,6.5065557,45.2971149,6.5064126,45.297247,6.5063634,45.2974577,6.5065805,45.297893,6.5084938,45.3006287,6.5088593,45.3011694,6.5091168,45.3017286,6.5094265,45.3020135,6.5103979,45.3022667,6.5110102,45.3023885,6.5113299,45.3024494,6.5115716,45.3024941,6.511735,45.3025295,6.5132594,45.3028289,6.5138341,45.3029313,6.5143174,45.3033632,6.5145464,45.3035679,6.5146289,45.3036454,6.5156789,45.3046307,6.5158192,45.3049218,6.5159891,45.3054628,6.5160786,45.3057479,6.5164758,45.3060991,6.5165201,45.3063393,6.5163241,45.3071598,6.5163598,45.3078282,6.5161904,45.3078911,6.5160107,45.3079578,6.5156809,45.3073576,6.5156333,45.3071006,6.5158253,45.3067897,6.5158458,45.3062049,6.5157003,45.3059525,6.5156034,45.3055024,6.5153694,45.3051335,6.5148706,45.305985,6.5147041,45.306993,6.5147821,45.3082563,6.5147987,45.308532,6.5146724,45.3090491,6.5144105,45.3095606,6.5138452,45.3103083,6.5135809,45.3100397,6.5138232,45.3095432,6.5142036,45.3087634,6.5142314,45.3083419,6.5143121,45.3078201,6.514293,45.306868,6.5142876,45.3060271,6.5146158,45.3051329,6.5144901,45.3048468,6.5142137,45.3046056,6.5138536,45.3044602,6.5131246,45.3043552,6.512915,45.3041561,6.5127209,45.3039716,6.5121636,45.3034019,6.5115065,45.3029105,6.511142,45.3028123,6.5108938,45.3027659,6.5106551,45.3027067,6.5099453,45.3026019,6.509427,45.3024504,6.5090208,45.3022642,6.5083653,45.3016587,6.5079122,45.3011023,6.5074939,45.3004821,6.5067594,45.299342,6.506655,45.2990751,6.5065236,45.2987393,6.5061036,45.2979725,6.5059907,45.2977663",way/48413545,intermediate,downhill,,,yes,,Frederic Covili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5135809,45.3100397,6.5138452,45.3103083,6.5139683,45.310777,6.5142184,45.311067,6.5149941,45.312274,6.5155819,45.3129023,6.5161113,45.3133775,6.5164065,45.313585,6.5165406,45.3137674,6.5167974,45.3142066,6.5168399,45.3143924,6.5169454,45.3148532,6.5168634,45.3149435,6.5167467,45.3149786,6.5165825,45.3147919,6.5164998,45.3148077,6.51621,45.3141604,6.515541,45.3134246,6.514711,45.3128566,6.5142933,45.3122423,6.5137757,45.3110699,6.5135045,45.310664,6.5135809,45.3100397",way/48413554,intermediate,downhill,,,yes,,Frederic Covili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5635805,45.3114139,6.5632015,45.3118436,6.5623766,45.3128721,6.5606016,45.3132688,6.5597201,45.3137885,6.5592522,45.3139939,6.5586588,45.3140663,6.5585123,45.3140667,6.5582326,45.3140676,6.5584705,45.3135282,6.5587632,45.3137654,6.5590912,45.3138058,6.5593839,45.3136846,6.5606254,45.3128974,6.5615633,45.3125915,6.561966,45.3118493,6.5621614,45.3117099,6.5625857,45.3115754,6.5627927,45.3115102,6.5631527,45.3113967,6.5635805,45.3114139",way/48415173,easy,downhill,,,yes,,Mont de la Chambre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5582326,45.3140676,6.5579998,45.3140635,6.5578243,45.3137911,6.5574976,45.3134697,6.5572568,45.3131838,6.5569573,45.3128961,6.5576859,45.3126097,6.5579609,45.3125244,6.5580223,45.3127298,6.5583739,45.3127643,6.5585512,45.3129721,6.5584705,45.3135282,6.5582326,45.3140676",way/48415177,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.57897,45.3181152,6.5782941,45.3169206,6.578182,45.3163569,6.5782903,45.3159304,6.5788177,45.315506,6.5788844,45.3152238,6.579018,45.3148342,6.5789813,45.314498,6.5794705,45.3144157,6.5793605,45.3147376,6.5792575,45.3150185,6.5788982,45.3156927,6.5788826,45.3158029,6.5788134,45.3162903,6.5791737,45.3174669,6.5791371,45.3181031,6.57897,45.3181152",way/48415183,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5872414,45.3940722,6.5874395,45.3941573,6.5877579,45.3942941,6.5874108,45.3944532,6.5857838,45.3957424,6.5852252,45.3959963,6.5854186,45.3955007,6.5857808,45.3950924,6.5862575,45.3947086,6.5872414,45.3940722",way/48415572,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5925687,45.3920292,6.5918833,45.3929673,6.5910046,45.39418,6.5906607,45.3945521,6.5899203,45.3941233,6.5893729,45.3938063,6.5903787,45.3929571,6.5918602,45.3915219,6.5921871,45.3915729,6.5929514,45.3916251,6.592529,45.3918076,6.5925687,45.3920292",way/48415573,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5968852,45.3869361,6.5975016,45.3873212,6.5966591,45.3880669,6.5949199,45.3890244,6.5943748,45.3895248,6.5920432,45.3908275,6.5914254,45.3915363,6.5895688,45.3929874,6.5894425,45.3929483,6.5891498,45.3928576,6.5906018,45.3913147,6.5938393,45.3890736,6.5947951,45.3884564,6.5957501,45.3874251,6.5968852,45.3869361",way/48415575,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5888833,45.3947867,6.5895056,45.3947046,6.5906607,45.3945521,6.5905549,45.3953369,6.5901887,45.3961664,6.5891741,45.3978987,6.5886838,45.3975195,6.5884594,45.397346,6.5892946,45.395854,6.5888833,45.3947867",way/48415576,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5536538,45.3540277,6.5534703,45.3539995,6.5535026,45.3536959,6.5533291,45.3533712,6.5530855,45.3533994,6.5530423,45.3533345,6.5529938,45.3532617,6.5531027,45.3531668,6.553271,45.35302,6.5533685,45.3529349,6.5534632,45.3528523,6.5537209,45.3528785,6.5538519,45.3528654,6.5541646,45.3533093,6.5538403,45.353718,6.5537252,45.3539091,6.5536538,45.3540277",way/48415764,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5872414,45.3940722,6.5874666,45.3937383,6.5875189,45.3936608,6.5882112,45.3935039,6.5887522,45.3927893,6.5890412,45.3928389,6.5891498,45.3928576,6.5894425,45.3929483,6.5895688,45.3929874,6.5893137,45.3935462,6.5893729,45.3938063,6.5899203,45.3941233,6.5906607,45.3945521,6.5895056,45.3947046,6.5888833,45.3947867,6.5886057,45.3944938,6.5885776,45.3943766,6.5885185,45.3943182,6.5884203,45.3943462,6.5884227,45.3942725,6.5882912,45.3942475,6.5880659,45.3942782,6.5877579,45.3942941,6.5874395,45.3941573,6.5872414,45.3940722",way/48415769,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5859969,45.3963286,6.5864025,45.3963323,6.586591,45.3963341,6.5872571,45.3963402,6.5880183,45.3968747,6.5884594,45.397346,6.5886838,45.3975195,6.5891741,45.3978987,6.5879123,45.3998313,6.5869199,45.4020166,6.5867008,45.4019858,6.5865345,45.4019625,6.5862508,45.4015877,6.5852048,45.4017392,6.5838173,45.4039311,6.5828917,45.4048463,6.5813988,45.4053721,6.5805569,45.4053296,6.5801476,45.405543,6.5797735,45.4053132,6.5792707,45.4056607,6.5784078,45.405333,6.5784263,45.4051605,6.5788392,45.4049317,6.5793808,45.4048366,6.5795948,45.404799,6.5808323,45.4046692,6.5816252,45.4045861,6.5818707,45.4045692,6.5828684,45.4038968,6.583124,45.4034169,6.5834654,45.4029715,6.584779,45.4013848,6.5855945,45.4010677,6.5860306,45.4008957,6.5864366,45.400737,6.586545,45.4003595,6.5867917,45.400062,6.587443,45.3992094,6.5879511,45.3977337,6.587858,45.3975376,6.5876551,45.3971102,6.5871357,45.3966293,6.5859969,45.3963286",way/48415770,novice,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.6042282,45.3844376,6.602801,45.3845425,6.6031005,45.3840661,6.6032192,45.3838659,6.6038832,45.3827456,6.6045013,45.3821757,6.6046543,45.3820556,6.6052486,45.381589,6.6054197,45.3814241,6.605778,45.3810787,6.6063038,45.3803424,6.6069766,45.3796054,6.607554,45.3789784,6.6080233,45.3787283,6.607622,45.3792901,6.6064957,45.3805514,6.6053095,45.3821326,6.605587,45.3831233,6.6042282,45.3844376",way/48415771,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.6212882,45.3762134,6.6228464,45.3754274,6.6237381,45.3746877,6.6243246,45.3743704,6.6254333,45.3741582,6.6259936,45.3741438,6.6265621,45.3741938,6.6281371,45.3743233,6.6293869,45.3747368,6.6299509,45.3749835,6.6302285,45.3753514,6.6302902,45.3757428,6.6304914,45.3762669,6.6310097,45.3768337,6.6321451,45.3774293,6.6324077,45.3775575,6.632663,45.3776822,6.6330632,45.3778776,6.6324421,45.3783206,6.6315844,45.3781153,6.6306425,45.3775939,6.6301117,45.3769335,6.6298787,45.3763979,6.6297088,45.3759306,6.6295289,45.3757105,6.6291864,45.3753677,6.6286444,45.3750887,6.6270478,45.3748155,6.6251994,45.3748561,6.6248114,45.3749751,6.6244391,45.3751389,6.6237611,45.3754211,6.6233751,45.375803,6.6230563,45.3761514,6.6239691,45.376318,6.6242217,45.376383,6.6243042,45.3766198,6.6243222,45.37676,6.6222451,45.376365,6.6212882,45.3762134",way/48415773,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.6324421,45.3783206,6.6330632,45.3778776,6.6331159,45.3779941,6.6332188,45.3782213,6.6332305,45.3782729,6.633251,45.3783634,6.6334523,45.3790547,6.6337869,45.3800723,6.6340931,45.380457,6.6343928,45.380863,6.6347761,45.3814293,6.6350086,45.3818907,6.6352844,45.3823636,6.6357209,45.382779,6.6359848,45.3830699,6.6362239,45.3831901,6.6367077,45.3834138,6.6372929,45.3839326,6.6378215,45.3842707,6.638133,45.384521,6.6384704,45.3849055,6.638789,45.3853977,6.6392373,45.3858783,6.6394025,45.3861319,6.6395063,45.3864783,6.639983,45.3871973,6.6402377,45.3877897,6.6406527,45.3884622,6.6408033,45.3887512,6.6410934,45.3896462,6.6412592,45.3902212,6.641457,45.3904308,6.6416518,45.390879,6.6420966,45.391306,6.6424904,45.3916165,6.6429827,45.3919345,6.6426082,45.3920394,6.6424791,45.3920756,6.6420765,45.391666,6.6417145,45.3912122,6.6415171,45.3910019,6.6413834,45.3907976,6.6410046,45.3903772,6.6405392,45.38961,6.6404427,45.3892803,6.6402326,45.3887645,6.6399684,45.3880786,6.6395931,45.3873747,6.639179,45.3865794,6.6388652,45.3860341,6.6383925,45.3853944,6.6381235,45.385053,6.637812,45.384753,6.6373306,45.3843652,6.6361885,45.383737,6.6357779,45.383495,6.6350535,45.3831238,6.6348128,45.3826299,6.6343031,45.3819653,6.6339562,45.3815028,6.633581,45.3808863,6.6334748,45.3806691,6.6334772,45.3802117,6.6333002,45.3796995,6.6330441,45.3791507,6.6327968,45.3789084,6.6324421,45.3783206",way/48415774,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5626812,45.2953193,6.5625659,45.2952127,6.5625334,45.2950797,6.5627994,45.2948824,6.5632472,45.2944484,6.5633405,45.2942222,6.5638104,45.2941144,6.5640765,45.2944024,6.5644922,45.2946186,6.5646445,45.2946074,6.5646733,45.2945639,6.5644338,45.2945525,6.5641981,45.2943789,6.5642565,45.2943597,6.5642958,45.2943483,6.5643595,45.2944096,6.5644041,45.2944268,6.5644688,45.2944245,6.5645435,45.2944213,6.5652028,45.2946237,6.5660538,45.2947509,6.566921,45.2947341,6.5678907,45.294786,6.5687821,45.2948106,6.5694596,45.2947479,6.5698234,45.2946953,6.570142,45.2947477,6.5708302,45.2949007,6.5714258,45.2950214,6.5709692,45.2953853,6.5704507,45.2956742,6.5704642,45.2952362,6.5698989,45.2951609,6.5692146,45.2954141,6.5685034,45.2956692,6.5680268,45.2957985,6.5676857,45.2958987,6.5669991,45.29582,6.5668597,45.2957797,6.5665748,45.2956973,6.5662732,45.2956009,6.5659026,45.2955216,6.5653383,45.2954001,6.5650064,45.2952606,6.564393,45.2949317,6.5641999,45.294906,6.5641426,45.2948946,6.5639617,45.2949006,6.5636566,45.2949173,6.5633319,45.2950471,6.5626812,45.2953193",way/48449053,easy,downhill,,,yes,,,,,,classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5551976,45.3339704,6.5551417,45.3338685,6.5552718,45.3337943,6.5555845,45.3338036,6.5559992,45.3338893,6.5562123,45.3340329,6.5568123,45.3346329,6.5579475,45.3348438,6.559627,45.3346839,6.5601436,45.334765,6.5604008,45.3349781,6.560783,45.3354623,6.5618764,45.3361179,6.5622772,45.3368059,6.5624834,45.3370909,6.5627429,45.3371928,6.5631042,45.3371117,6.5642417,45.3365117,6.5645452,45.3364561,6.5649853,45.3364561,6.5654626,45.3365673,6.5658772,45.3368685,6.5663591,45.3367804,6.5667668,45.3366878,6.5671027,45.336748,6.5673043,45.3369009,6.5676147,45.3373689,6.5677954,45.3378322,6.5678712,45.3378898,6.5680133,45.3379976,6.568363,45.3382631,6.5689398,45.3390183,6.5694518,45.3394631,6.5698016,45.3395256,6.5700564,45.339477,6.5702276,45.3393976,6.5701036,45.3396203,6.5695885,45.339609,6.5693383,45.3395419,6.5684232,45.3387102,6.5679738,45.3381588,6.5679416,45.3381343,6.5676541,45.3379156,6.5675438,45.3376839,6.5673112,45.3371951,6.567112,45.3369866,6.5668618,45.3368916,6.5665977,45.3368986,6.5662078,45.3371984,6.5661375,45.3372778,6.5659825,45.3373331,6.5658035,45.3372746,6.5655274,45.3369982,6.5651479,45.3367768,6.5645786,45.3367387,6.5633359,45.3371998,6.5628564,45.3373573,6.5625714,45.3373156,6.562261,45.3370306,6.5616772,45.3362106,6.5605768,45.3355248,6.5602177,45.3350383,6.5596826,45.334853,6.5577552,45.3350708,6.5574656,45.3350939,6.5568193,45.3348994,6.5560687,45.3341233,6.55561,45.3339773,6.5553219,45.3339725,6.5551976,45.3339704",way/48550209,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5869597,45.3083714,6.5868609,45.3081912,6.5868309,45.3080241,6.5867423,45.3077179,6.5866917,45.3073205,6.5867767,45.3069686,6.5868866,45.3066757,6.5869166,45.3063339,6.5864994,45.306093,6.586217,45.305892,6.5860851,45.3058164,6.5872401,45.3056883,6.5874423,45.3057437,6.5873418,45.3062388,6.5873096,45.3065869,6.5871651,45.3071652,6.5871008,45.3073741,6.5871383,45.3076151,6.5871865,45.3077704,6.5873624,45.3080043,6.5871218,45.3082259,6.5869597,45.3083714",way/53785117,advanced,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5385791,45.3243091,6.5380643,45.3246295,6.537876,45.3247689,6.5378241,45.3248331,6.5376086,45.3249634,6.5372431,45.3252726,6.5369598,45.3260809,6.5367781,45.3264996,6.5361919,45.3267606,6.5360765,45.3268119,6.5354405,45.3269928,6.5349762,45.3269254,6.5344086,45.3270559,6.5342187,45.327101,6.5340507,45.3271619,6.5338231,45.3273052,6.5336567,45.3274151,6.5335119,45.3275499,6.5334389,45.3276165,6.5333797,45.3276998,6.5333146,45.3279093,6.5333047,45.3281105,6.5333422,45.3283034,6.533363,45.3285228,6.5333659,45.3287391,6.5333126,45.328882,6.5332656,45.3290377,6.533166,45.3292288,6.5330856,45.3293913,6.5329771,45.3296383,6.532908,45.329895,6.5328902,45.330015,6.532888,45.3300306,6.5328803,45.3300823,6.5328743,45.3301451,6.5328728,45.3301611,6.5328606,45.330289,6.5328461,45.3305702,6.5328506,45.3306368,6.5328539,45.3306868,6.532859,45.3307628,6.5328639,45.3308354,6.5329175,45.3310771,6.5329278,45.3311235,6.532981,45.3313325,6.5330638,45.3316396,6.5331205,45.3318519,6.5331811,45.3320271,6.5332651,45.3322667,6.53326,45.3323588,6.5332313,45.3324177,6.5331816,45.3325084,6.5331566,45.3325539,6.5330875,45.3326455,6.5328526,45.3327981,6.5326482,45.3328594,6.5324858,45.3329244,6.5323296,45.3330049,6.5322092,45.333127,6.5320217,45.3333212,6.531848,45.3335335,6.5314553,45.3340815,6.5310901,45.3346129,6.5308558,45.3349568,6.5305745,45.3354079,6.5305094,45.3354799,6.5304053,45.3355843,6.5300822,45.3357985,6.5296519,45.3359585,6.5294893,45.3360359,6.5293579,45.3361057,6.5291267,45.3362536,6.528812,45.3364773,6.5284145,45.336758,6.5282068,45.336926,6.5280561,45.3370804,6.527904,45.3373317,6.5278394,45.3375182,6.527796,45.3376042,6.5277218,45.3377106,6.5276894,45.3377573,6.5275273,45.3380318,6.5272197,45.3385351,6.5267243,45.3390901,6.5265322,45.3393283,6.5264343,45.3393452,6.526243,45.3393347,6.5261766,45.3393677,6.5258943,45.3395497,6.5258175,45.3395927,6.5257562,45.3395545,6.5258021,45.339525,6.5261098,45.3393279,6.5262549,45.3392383,6.526417,45.3392648,6.526446,45.339208,6.526598,45.3389971,6.5269888,45.3386364,6.5271526,45.3384283,6.5275552,45.3377388,6.5277052,45.3374932,6.527725,45.3373989,6.5277723,45.3372463,6.5278434,45.3370659,6.5279421,45.3368883,6.528171,45.3366649,6.5283861,45.3364984,6.5286131,45.33635,6.5288618,45.3361613,6.529053,45.3360478,6.5291283,45.3360031,6.5293197,45.3359005,6.5295408,45.3358061,6.5298881,45.3356438,6.5302177,45.3354829,6.5302987,45.3354135,6.530573,45.3350819,6.5307585,45.3347531,6.5309737,45.3344811,6.5312559,45.334076,6.531627,45.3335349,6.5319599,45.3331171,6.5323343,45.3328166,6.5324571,45.3327494,6.5326657,45.3326278,6.5328467,45.332549,6.5330043,45.3324414,6.5331571,45.3323371,6.5330724,45.3320823,6.5330287,45.3319074,6.5329572,45.331591,6.5328823,45.331295,6.5328211,45.3310924,6.5327774,45.3309271,6.5327714,45.3308455,6.5327704,45.3308314,6.5327623,45.3307698,6.5327423,45.3306173,6.5327376,45.3304538,6.5327644,45.3300971,6.5327761,45.3299399,6.5327823,45.3298562,6.5328178,45.329644,6.5329143,45.3294339,6.5330244,45.32924,6.5331325,45.3290134,6.5332134,45.32884,6.5332282,45.3286931,6.5332517,45.3285099,6.5332257,45.3282424,6.5331981,45.3281355,6.5331902,45.3280342,6.5332317,45.3278316,6.5333151,45.327512,6.5334778,45.3273836,6.5335579,45.3272874,6.5336436,45.3271408,6.5339716,45.3265232,6.5341192,45.3261082,6.5345111,45.3256314,6.5353345,45.3247111,6.536031,45.3243952,6.5362106,45.3242786,6.5362424,45.3242579,6.5363591,45.3242213,6.5366505,45.3245302,6.536947,45.3246527,6.5372575,45.3247021,6.5375654,45.3246902,6.5376306,45.3246482,6.5378874,45.3244829,6.5384405,45.3241637,6.5381422,45.323851,6.5382692,45.3232121,6.5386083,45.3229543,6.5385551,45.3226757,6.5385779,45.3226149,6.5388415,45.3226191,6.5388205,45.3226935,6.5392679,45.3228245,6.5397941,45.322656,6.5408263,45.3222216,6.5424803,45.3213735,6.543629,45.3207635,6.5440668,45.3210009,6.5456523,45.3203958,6.5460626,45.3202771,6.5473045,45.3199179,6.5480611,45.3198121,6.5492714,45.3195742,6.5498237,45.3194723,6.5501779,45.3193257,6.5512431,45.3190627,6.552368,45.3193122,6.5523236,45.3194324,6.55217,45.3198479,6.5518984,45.3205828,6.5517789,45.3210534,6.5509084,45.3213817,6.5502943,45.3210719,6.5495516,45.3208479,6.5490607,45.3208041,6.5485741,45.3208602,6.5474323,45.3210654,6.5468877,45.3211754,6.5450908,45.3216321,6.5441837,45.3218754,6.5437317,45.321992,6.543295,45.3221582,6.5428227,45.3224042,6.5412267,45.3230321,6.5406558,45.323241,6.5404613,45.3233121,6.5402941,45.3234007,6.5391591,45.3240019,6.5385791,45.3243091",way/83508192,easy,downhill,,,yes,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5650571,45.3091511,6.5649738,45.3097879,6.5646584,45.309964,6.5644978,45.3101065,6.56406,45.310368,6.5635719,45.3106499,6.5631471,45.3107718,6.5629388,45.3108452,6.5611227,45.3114853,6.5579609,45.3125244,6.5576859,45.3126097,6.5571055,45.3120274,6.5579964,45.3118736,6.5582965,45.3118218,6.5597559,45.3112506,6.5622793,45.3104648,6.5637116,45.3100207,6.5650571,45.3091511",way/92165419,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5941621,45.3914876,6.5936353,45.3915796,6.5929514,45.3916251,6.5921871,45.3915729,6.5918602,45.3915219,6.5942477,45.3907119,6.5962637,45.3898531,6.5981817,45.3884506,6.5984733,45.3887073,6.598131,45.389122,6.5952246,45.391154,6.5941621,45.3914876",way/92455755,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5771267,45.298822,6.5770401,45.2987739,6.5768414,45.2986635,6.5765685,45.2983558,6.5764538,45.2982305,6.57622,45.2977822,6.5761527,45.297749,6.5760495,45.2976981,6.5758077,45.2975702,6.5752528,45.2974162,6.5748332,45.297114,6.5745235,45.2966853,6.5742528,45.2963817,6.5737639,45.2961158,6.5743549,45.2962081,6.5755335,45.2961199,6.5754317,45.2963593,6.575173,45.2966265,6.5751509,45.2967053,6.5751534,45.2967539,6.5751645,45.2968093,6.5752168,45.2968839,6.5754814,45.2970923,6.5757638,45.2973053,6.5762319,45.2974864,6.576396,45.2976137,6.5767108,45.2979206,6.5768537,45.2981002,6.5772002,45.2985172,6.5771267,45.298822",way/92889851,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5639763,45.3272632,6.5638502,45.3274678,6.563472,45.3276996,6.5625701,45.3278087,6.56161,45.3275155,6.5609699,45.3270382,6.5597965,45.3269291,6.5606887,45.3264655,6.5616488,45.3261451,6.5621241,45.3261771,6.5641805,45.3263155,6.5645483,45.3263403,6.5643642,45.3266223,6.5639763,45.3272632",way/93760509,,snow_park,,,yes,,BK Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5711267,45.3313989,6.5711868,45.3311478,6.5711392,45.3306559,6.5713125,45.3306584,6.571499,45.3306979,6.5715044,45.331408,6.5713078,45.3317399,6.571193,45.3320565,6.5710959,45.3323792,6.5711003,45.3327454,6.5712239,45.3331239,6.5712681,45.3333846,6.5713034,45.3337694,6.571321,45.3340518,6.5713122,45.3341728,6.5710905,45.3346033,6.5708819,45.3348397,6.5705888,45.3350709,6.5705634,45.3349252,6.5705353,45.3348937,6.5704837,45.3348358,6.5707653,45.3345572,6.5710473,45.3341293,6.5711356,45.3337973,6.5710871,45.3334746,6.5710385,45.3332419,6.5710341,45.333096,6.5709855,45.332826,6.5708973,45.3323978,6.5708973,45.3321278,6.5710712,45.3320617,6.5710189,45.3317886,6.5710429,45.331712,6.5711267,45.3313989",way/94216836,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5745117,45.2646173,6.5747102,45.2647288,6.5752209,45.2647491,6.5753478,45.2649713,6.5755074,45.2653686,6.575663,45.2655369,6.5757295,45.2657211,6.5753309,45.2658627,6.5752869,45.2656856,6.574976,45.2653235,6.5746623,45.2649675,6.5745117,45.2646173",way/94226454,intermediate,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5795314,45.2763125,6.5726088,45.2801894,6.572773,45.2796668,6.573648,45.2786239,6.5757693,45.2774054,6.5781936,45.2763635,6.5795314,45.2763125",way/98820124,,snow_park,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5808761,45.2953422,6.5809866,45.2956315,6.5801333,45.2958172,6.579343,45.2960061,6.5789823,45.2957309,6.5808761,45.2953422",way/98949470,novice,playground,,,yes,,Espace ESF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5698848,45.250634,6.5697517,45.2510942,6.5697263,45.2511819,6.5694062,45.252498,6.569022,45.2537329,6.5685806,45.2546007,6.5680023,45.2556385,6.5672999,45.2566894,6.567187,45.2560663,6.5675759,45.2552635,6.5684235,45.2541341,6.5687862,45.2534695,6.5691976,45.252113,6.5693357,45.2513577,6.569547,45.2506906,6.5698848,45.250634",way/99075724,intermediate,downhill,,,yes,,Mauriennaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5821121,45.273291,6.5824151,45.2736504,6.5823243,45.2737925,6.5823243,45.2743852,6.5824285,45.2746176,6.582585,45.2748113,6.5816656,45.274949,6.5818466,45.2746939,6.5818344,45.2742275,6.5818501,45.2737873,6.5819941,45.2735214,6.5821121,45.273291",way/99075733,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5741891,45.2639778,6.5746416,45.2638456,6.5746719,45.264004,6.5748025,45.2642233,6.5749006,45.2644033,6.5749714,45.2644827,6.5751353,45.264617,6.5752209,45.2647491,6.5747102,45.2647288,6.5745117,45.2646173,6.5743562,45.2645519,6.5741823,45.2642505,6.5741891,45.2639778",way/99075741,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5783743,45.2710523,6.5786709,45.2706672,6.5786552,45.2713146,6.5787704,45.2722099,6.5790719,45.2732613,6.579524,45.2744624,6.5799186,45.2751768,6.5801744,45.2757725,6.5793124,45.2757123,6.5792577,45.2753773,6.5789178,45.2744284,6.5785916,45.2732828,6.5784331,45.2721865,6.5782865,45.2715185,6.5783743,45.2710523",way/99075742,easy,downhill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
