latitude,longitude,altitude,geometry,coordinates,@id,aerialway,building,network,operator,public_transport,source,wall,layer,aerialway:access,ele,name,aerialway:summer:access,internet_access,ele:local,area,aerialway:bubble,aerialway:capacity,aerialway:duration,aerialway:length,aerialway:occupancy,ref,oneway,aerialway:heating,comment,aerialway:chair_lift:occupancy,aerialway:gondola:occupancy,alt_name,covered,opening_hours,note,charge,playground,website,access,construction,maxspeed,proposed:aerialway,start_date
,,,LineString,"6.5500778,45.3199881,6.550616,45.319971,6.5516273,45.3199388,6.5534832,45.3198797,6.554838,45.3198366,6.556576,45.3197813,6.5581297,45.3197319,6.5586325,45.3197159,6.559301,45.3196946,6.5608877,45.3196441,6.5659368,45.3194834,6.5680404,45.3194165,6.5696032,45.3193667,6.5706627,45.319333,6.5723327,45.3192799,6.5732104,45.319252,6.5737286,45.3192355,6.5745275,45.31921,6.5767595,45.319139,6.5784095,45.3190865",way/23454748,chair_lift,,,,,,,,,,Mont de la Chambre,,,,,yes,2400,7:56,2380,6,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5528308,45.3264859,6.553447,45.3266467,6.5547445,45.3269853,6.5562766,45.327385,6.5569613,45.3275637,6.5586071,45.3279931,6.5587964,45.3280425,6.5611325,45.328652,6.5619641,45.328869,6.5634508,45.3292569,6.5642667,45.3294698,6.565867,45.3298873,6.5672317,45.3302434,6.5683582,45.3305373,6.5708118,45.3311775,6.5710755,45.3312463",way/23454749,chair_lift,,,,,,,,,,Becca,,,,,no,2800,5:19,1596,6,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5554047,45.3341796,6.556227,45.3343517,6.5580081,45.3347244,6.5600095,45.3351432,6.5616291,45.3354821,6.5626977,45.3357057,6.5640987,45.3359989,6.5655581,45.3363043,6.5664117,45.3364829,6.5670963,45.3366262,6.5687117,45.3369642,6.5696325,45.3371569,6.5707053,45.3373814,6.5708236,45.3374061,6.5711132,45.3374667",way/23454751,chair_lift,,,,,,,,,,Roc 2,,,,,yes,2200,04:28,2328,6,,yes,,,,,,,,,,,,,,,,
,,,LineString,"6.5889918,45.3410332,6.5884071,45.3410987,6.587418,45.3412096,6.5861238,45.3413547,6.5850703,45.3414728,6.5833891,45.3416612,6.5820914,45.3418067,6.580362,45.3420006,6.5801573,45.3420235,6.5793625,45.3421126",way/23454752,chair_lift,,,,,,,,,,Plan des Mains,,,,,no,3000,2,821,6,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5425403,45.3122463,6.5429112,45.3122584,6.5436618,45.312283,6.5440013,45.3122941,6.5456789,45.312349,6.5470376,45.3123934,6.5477188,45.3124157,6.5488471,45.3124526,6.5500335,45.3124914,6.5510221,45.3125189,6.5542538,45.3126268,6.5552598,45.3126604,6.5559704,45.3126841,6.5566788,45.3127077,6.55758,45.3127378,6.5583739,45.3127643",way/23454753,gondola,,,,,,,,,,Bruyères 1,,,,,no,2500,4:20,1264,12,,,yes,,,,,,,,,,,,,,,
,,,LineString,"6.5583739,45.3127643,6.5595614,45.3130909,6.5609927,45.3134845,6.5632543,45.3141065,6.5640976,45.3143384,6.5653268,45.3146765,6.5657947,45.3148051,6.5679352,45.3153938,6.5689749,45.3156797,6.5698423,45.3159182,6.5733351,45.3168788,6.5735957,45.3169504,6.5738447,45.3170189,6.5744694,45.3171907,6.5757065,45.3175309,6.5765754,45.3177699,6.5779903,45.3181589,6.5785629,45.3183164",way/23454754,gondola,,,,,,,,,,Bruyères 2,,,,,,2500,5:46,1777,12,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5901854,45.3412645,6.5906695,45.3409486,6.5907422,45.3409011,6.5935007,45.3391011,6.5937452,45.3389416,6.5940083,45.3387698,6.5945638,45.3384073,6.5953338,45.3379049,6.5961803,45.3373524,6.5970957,45.3367551,6.5980741,45.3361166,6.5985904,45.3357797,6.5986928,45.3357128,6.5993139,45.3353075,6.6002607,45.3346896,6.6009781,45.3342214,6.6019005,45.3336194,6.6027663,45.3330544,6.6051787,45.3314799,6.6065573,45.3305802,6.6076823,45.3298459,6.6079099,45.3296974,6.6081351,45.3295504,6.609598,45.3285956",way/23454755,gondola,,,,,,,,,,Mont Vallon,,,,,,3600,06:08,2210,8,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.58034,45.3427848,6.5780873,45.3416281,6.5768819,45.3410091,6.5760596,45.3405724,6.5757138,45.3403888,6.5738886,45.3394194,6.5734024,45.3391612,6.5729162,45.338903",way/23454756,chair_lift,,,,,,,,,,Bouquetin,,,,,no,2600,2,741,6,M 66,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5538878,45.3539132,6.5546027,45.3533191,6.5553869,45.3526673,6.556749,45.3515352,6.5574244,45.3509739,6.558385,45.3501755,6.5596131,45.3491548,6.5603987,45.3485018,6.5617086,45.3474131,6.5627032,45.3465864,6.5638027,45.3456724,6.5652045,45.3445072,6.5661693,45.3437052,6.5662952,45.3436006,6.5676231,45.3424967,6.5683612,45.3418832,6.5697342,45.3407419,6.5712094,45.3395155,6.5723965,45.3385287,6.5724274,45.338503,6.5725467,45.3384038",way/23454757,chair_lift,,,,,,,,,,Granges,,,,,yes,2600,7:46,2328,6,,yes,,,,,,,,,,,,,,,,
,,,LineString,"6.5351278,45.3193682,6.5366827,45.3193638,6.5399853,45.3193545,6.5414532,45.3193503,6.5433884,45.3193449,6.5450386,45.3193402,6.5465934,45.3193358,6.5482014,45.3193313,6.5497379,45.3193269,6.5501779,45.3193257",way/23454949,chair_lift,,,,,,,,,,Doron,,,,,no,2667,04:06,1231,4,,,,,,,,,,,,,,,,,,
,,,LineString,"6.538678,45.3235137,6.5393782,45.3233279,6.5399874,45.3231663,6.5409177,45.3229195,6.5419807,45.3226403,6.5433773,45.3222735,6.5445231,45.3219697,6.5464228,45.321466,6.5474962,45.321212,6.5494717,45.3206742,6.5500352,45.320545,6.5513362,45.3201832,6.5515904,45.3201125",way/23454950,chair_lift,,,,,,,,,,Menuires,,,,,no,4000,03:42,1108,6,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5800972,45.3721291,6.5827712,45.3733594,6.5834091,45.373653,6.584079,45.3739611,6.5850094,45.3743892,6.5854246,45.3745803,6.5870801,45.3753419,6.5885019,45.3759961,6.5898011,45.3765938,6.589909,45.3766435,6.5916286,45.3774346,6.5933607,45.3782315,6.5946681,45.378833,6.5953595,45.3791511,6.5965504,45.3796717,6.5970627,45.3799106",way/23455192,gondola,,,,,,,,,,Pas du Lac 1,,,,,,2700,04:55,1625,8,M 22,,,,,,,,,,,,,,,,,
,,,LineString,"6.5970627,45.3799106,6.5976935,45.3799769,6.5983009,45.3800408,6.5992189,45.3801373,6.6006567,45.3802885,6.6016027,45.380388,6.6033176,45.3805683,6.6046352,45.3807068,6.6056359,45.380812,6.6066885,45.3809227,6.6083542,45.3810978,6.6084772,45.3811108,6.6088234,45.3811472,6.6091251,45.3811789,6.6094865,45.3812169",way/23455193,gondola,,,,,,,,,,Pas du Lac 2,,,,,,2700,03:12,1059,8,M 22,,,,,,,,,,,,,,,,,
,,,LineString,"6.6422258,45.3920928,6.6380775,45.3892882,6.6365753,45.3882725,6.6349744,45.3871902,6.6337663,45.3863733,6.6305138,45.3841742",way/23455194,chair_lift,,,,,,,,,,Aiguille du Fruit,,,,,no,3300,,1865,6,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.6326717,45.3788291,6.6323464,45.3788909,6.6320212,45.3789528,6.6304454,45.3792523,6.6292816,45.3794736,6.628295,45.3796612,6.6277084,45.3797727,6.6258119,45.3801332,6.6245506,45.380373,6.6201018,45.3812187,6.6191909,45.3813919,6.617776,45.3816609,6.6157194,45.3820518",way/23455195,chair_lift,,,,,,,,,,Marmottes,,,,,no,1800,04:59,1497,6,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6300383,45.3904485,6.629849,45.3903412,6.6291814,45.3899627,6.6279478,45.3892633,6.6272699,45.3888789,6.6255319,45.3878934,6.6245241,45.387322,6.6227944,45.3863413,6.621956,45.3858659,6.6206686,45.385136,6.6202244,45.3848841,6.6190021,45.384191,6.6188209,45.3840883,6.6179337,45.3835852,6.6171134,45.38312,6.6156722,45.3823028",way/23455196,chair_lift,,,,,,,,,,Suisses,,,,,no,2060,05:16,1580,4,C 40,,,,,,,,,,,,,,,,,
,,,LineString,"6.6202085,45.395786,6.6199635,45.395132,6.6196057,45.394177,6.6188819,45.392245,6.6186643,45.3916643,6.6181791,45.3903689,6.6178128,45.3893911,6.6173309,45.3881047,6.6171191,45.3875392,6.6166202,45.3862074,6.6163072,45.3853718,6.6157135,45.3837869,6.6152719,45.3827882,6.6151434,45.3824756",way/23455197,gondola,,,,,,,,,,Vizelle,,,,,,1800,05:24,1620,8,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6334679,45.3785763,6.6338496,45.3783431,6.6350598,45.3776038,6.6356399,45.3772494,6.63622,45.376895,6.6371284,45.3763401,6.6387565,45.3753454,6.6399397,45.3746225,6.6401839,45.3744733,6.6418224,45.3734723,6.6425113,45.3730514,6.6431696,45.3726493,6.6434914,45.3724526,6.6438758,45.3722178,6.6448287,45.3716356,6.64501,45.3715248",way/23455199,chair_lift,,,,,,,,,,Chanrossa,,,,,no,2400,04:42,1269,4,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5288901,45.372569,6.5298175,45.3723097,6.5310554,45.3719635,6.5327847,45.3714799,6.5345529,45.3709854,6.5360907,45.3705554,6.5376103,45.3701304,6.539293,45.3696599,6.5415003,45.3690426,6.5430621,45.3686058,6.545232,45.367999,6.5466809,45.3675938,6.5476507,45.3673225,6.5478054,45.3672793,6.5492023,45.3668886,6.5515189,45.3662407,6.553308,45.3657404,6.5549813,45.3652724,6.5568374,45.3647533,6.5569795,45.3647135,6.5572024,45.3646512",way/23455202,chair_lift,,,,,,,,,,Saint-Martin Express,,,,,yes,3200,,2483,6,,yes,no,,,,,,,,,,,,,,,
,,,LineString,"6.5820636,45.2952802,6.5829136,45.2969942,6.5830837,45.2973452,6.5834304,45.2980558,6.5838169,45.2988511,6.5841379,45.2995114,6.5844305,45.3001134,6.5848179,45.3009,6.5852761,45.3018305,6.5855842,45.302456,6.5856682,45.3026267,6.5867463,45.3048157,6.5868379,45.3050016",way/24281318,chair_lift,,,,,,,,,,Pionniers,,,,,no,2776,04:28,1208,6,,,,,6,4,,,,,,,,,,,,
,,,LineString,"6.6262995,45.4043746,6.6252547,45.4036048,6.624494,45.4030444,6.6234827,45.4022994,6.6222424,45.4013856,6.6214189,45.4007789,6.6203917,45.3997756,6.6195365,45.3989404,6.6181648,45.3976007,6.6177947,45.3972392,6.6173287,45.3967841,6.6169153,45.3963803,6.6164888,45.3956397",way/24281334,platter,,,,,,,,,,Rocher de l'Ombre,,,,,,575,03:44,785,1,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5680234,45.3908767,6.5679171,45.3905771,6.567819,45.3902761,6.567418,45.3890619,6.5668134,45.3872556,6.5665742,45.3865408,6.5662198,45.3854818,6.565788,45.3841918,6.5655093,45.383359,6.5651739,45.3823569,6.5648814,45.3814606,6.5643393,45.3796736,6.5638913,45.3784267,6.5635655,45.3774281,6.5634756,45.3771527",way/24803960,gondola,,,,,,,,,,Tougnète 1,,,,,,1500,05:24,1624,8,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5681967,45.3920637,6.5686083,45.3921675,6.5691478,45.3923036,6.5704428,45.3926303,6.5714672,45.3928887,6.5732943,45.3933496,6.5738503,45.3934898,6.574531,45.3936615,6.5756401,45.3939413",way/24803963,gondola,,,,,,,,,,Rhodos 1,,,,,,2025,03:00,718,12,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5045641,45.3767064,6.505394,45.3765853,6.5064545,45.3764306,6.5079252,45.3762162,6.510146,45.3758923,6.5120212,45.3756188,6.5142515,45.3752935,6.516483,45.374968,6.5179352,45.3747562,6.5194805,45.3745308,6.5216899,45.3742086,6.5229174,45.3740295,6.5235565,45.3739363,6.5250353,45.3737206,6.5252621,45.3736876,6.5271072,45.3734184,6.5283415,45.3732384,6.5286071,45.3731997",way/24877621,gondola,,,,,,,1,,,Saint-Martin 1,,,,,,1800,05:25,1952,8,,no,,,,,,,,,,,,,,,,
,,,LineString,"6.5530626,45.3839452,6.5539077,45.3795594",way/24896385,platter,,,,,,,,,,Caves,,,,,,760,03:08,488,1,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5868453,45.4024568,6.5878095,45.4027769,6.5880304,45.4028503,6.5899053,45.4034728,6.5915023,45.4040031,6.592538,45.404347,6.5935374,45.4046788,6.5956742,45.405398,6.595859,45.4054595,6.5962462,45.4055885,6.597427,45.4059879,6.5980685,45.406202,6.5992312,45.40659,6.6001569,45.4068988,6.6016439,45.4073911,6.601782,45.4074414,6.6019055,45.4074864,6.602167,45.4075818",way/24896392,chair_lift,,,,,,,,,,Loze,,,,,no,1500,4,1432,4,,,no,,,,Loze,,,,,,,,,,,
,,,LineString,"6.5818869,45.295602,6.5823937,45.2976239",way/28242947,magic_carpet,,,,,,,,,,Castor et Pollux,,,,,,,,,,,,no,,,,,yes,,,,,,,,,,
,,,LineString,"6.5654301,45.4153825,6.565724,45.4151342,6.5661966,45.4148316,6.5670219,45.4140743,6.5681377,45.4131773,6.5693872,45.4121476,6.570159,45.411519,6.5712041,45.4105932,6.5725484,45.4094965,6.573338,45.4088949,6.5734647,45.408797,6.5748322,45.4076666,6.5760988,45.4066197,6.5770623,45.4058232,6.5778032,45.4052107,6.5779598,45.4050813",way/29409399,chair_lift,,,,,,,,,,Golf,,,,,no,1500,05:04,1524,4,,no,no,,,,,,,,,,,,,,,
,,,LineString,"6.578932,45.4048264,6.5791506,45.4045898,6.5798687,45.4037961,6.5805663,45.4030193,6.581269,45.4022459,6.5818767,45.4015745,6.5823347,45.4010689,6.583183,45.4001233,6.5842111,45.3989738,6.5849219,45.3982047,6.5864683,45.3964872,6.5875458,45.3952835,6.5881262,45.3946437,6.5882212,45.3945388,6.5884203,45.3943462",way/29409401,chair_lift,,,,,,,2,,,Altiport,,,,,no,3400,04:42,1414,8,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5784693,45.4047389,6.5795955,45.4036996,6.5803983,45.4029587,6.5812496,45.402173,6.5815564,45.4018899,6.5819941,45.4015099,6.5824741,45.4010931",way/29409402,drag_lift,,,,,,,1,,,Altiport,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.651274,45.3723031,6.6499512,45.3720526,6.6489541,45.3718638,6.6471142,45.3715154,6.6467345,45.3714435,6.6451248,45.3711387",way/29409793,chair_lift,,,,,,,,,,Roc Merlet,,,,,no,1500,03:45,518,3,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5348985,45.319379,6.5360957,45.3204123,6.5362141,45.3205248,6.5365913,45.3208533,6.5377178,45.3218525,6.5378023,45.3219275",way/29419493,gondola,,,,,,,,,,Croisette,,,,,,,,,4,,no,,,,,,,,,,,,,,,,
,,,LineString,"6.5526083,45.39068,6.5512478,45.3908443,6.5499879,45.3909965,6.5481055,45.3912239,6.5459312,45.3914865,6.5446487,45.3916414,6.5442421,45.3916905,6.5435192,45.3917778,6.5407789,45.3921088,6.5391368,45.3923071,6.5368241,45.3925865,6.5361111,45.3926726",way/29420864,chair_lift,,,,,,,,,,Olympic,,,,,no,1500,4:43,1413,4,,,no,,,,Olympic Express,,,,,,,,,,,
,,,LineString,"6.5672882,45.3909476,6.5664134,45.3902377,6.565521,45.3894522,6.5646833,45.3887783,6.5638128,45.3880781,6.562998,45.3874226,6.561604,45.3863012,6.5610921,45.3858894,6.5601441,45.3851268,6.559293,45.3844421,6.5579597,45.3833695,6.5573547,45.3828827,6.5555812,45.3814559,6.5543322,45.3804511",way/29421158,chair_lift,,,,,,,,,,Legends,,,,,yes,3600,5,1649,6,,,yes,,,,,,,,,,,,,,,
,,,LineString,"6.5632443,45.381939,6.5547954,45.3803433",way/29421159,platter,,,,,,,,,,Arpasson,,,,,,865,04:00,721,1,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5756401,45.3939413,6.5760379,45.3940535,6.5768833,45.394292,6.5787685,45.3947329,6.5797516,45.3949667,6.5813878,45.3953707,6.5822195,45.3955775,6.5838842,45.3959915,6.5846343,45.396178,6.5848918,45.396242,6.5854398,45.3963783",way/29421475,gondola,,,,,,,,,,Rhodos 2,,,,,,2025,03:00,825,12,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5886173,45.3988071,6.5899096,45.3975196,6.590836,45.3965966,6.5918272,45.3956738,6.5927756,45.3947197,6.593036,45.3944577,6.5949147,45.3925676,6.5960104,45.3914653,6.5973583,45.390101,6.5983011,45.389159,6.5983627,45.3890973,6.5985353,45.3889249",way/29421476,chair_lift,,,,,,,,,,Dent de Burgin,,,,,no,2400,04:42,1414,6,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5711709,45.3967231,6.5719019,45.3964657,6.5731064,45.3960416,6.5740699,45.3957024,6.5749113,45.3954061,6.5765746,45.3948205,6.5780821,45.3942897,6.579212,45.3938919,6.5809406,45.3932832,6.5829653,45.3925703,6.5841037,45.3921695,6.5858249,45.3915634,6.5868413,45.3912055,6.5878755,45.3908413,6.588097,45.3907634,6.5898639,45.3901412,6.5912803,45.3896424,6.591554,45.389546,6.5922549,45.3892992,6.5927084,45.3891396,6.5928524,45.3890888,6.5931618,45.3889799",way/29421477,chair_lift,,,,,,,,,,Adret,,,,,no,2400,06:45,2027,6,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5671107,45.3914274,6.5674066,45.3913942,6.5683981,45.391283,6.5710291,45.3910278,6.5730693,45.3908275,6.5746553,45.3906382,6.5750072,45.3906027,6.5776831,45.3903331,6.5801528,45.3900924,6.581194,45.3899769,6.5834093,45.3897493,6.585725,45.3895277,6.5868018,45.3894114,6.5875443,45.3893311,6.5880518,45.3892763",way/29421479,gondola,,,,,,,,,,Saulire Express 1,,,,,,2800,04:51,1748,8,,no,,,,,,,,,,,,,,,,
,,,LineString,"6.579895,45.3573235,6.5798315,45.3565835,6.5797895,45.356093,6.5797587,45.3557344,6.5796848,45.3548727,6.5796347,45.3539349,6.5795883,45.3533305,6.5794896,45.3520452,6.5794024,45.3509101,6.5793175,45.3498038,6.579222,45.3485608,6.5791375,45.34746,6.5790385,45.3461714,6.5789428,45.3449244,6.5788428,45.3436219,6.5787897,45.3429307",way/29422053,chair_lift,,,,,,,,,,Châtelet,,,,,no,2700,5:22,1612,6,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5417786,45.3234467,6.5421917,45.3234005,6.5437654,45.3232247,6.5447979,45.3231093,6.5456013,45.3230196,6.5459569,45.3229798,6.5468358,45.3228816,6.5474216,45.3228161,6.5487787,45.3226645,6.5502063,45.3229385,6.5510297,45.3236065,6.5514548,45.3241628,6.5520035,45.3248809,6.5525384,45.3255809,6.5527009,45.3257936",way/30892133,platter,,,,,,,,,,Stade,,,,,,600,05:03,970,1,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5442486,45.3029501,6.5444944,45.302191,6.5447493,45.301404,6.5448951,45.3009536,6.5453093,45.2996746,6.5456616,45.2985866,6.5460582,45.297362,6.5464541,45.2961392,6.5467512,45.2952217,6.5471188,45.2940866,6.5475598,45.2927244,6.5479859,45.2914083,6.5483955,45.2901433,6.5491746,45.287737,6.5494704,45.2868232,6.5495617,45.2865413",way/31091698,chair_lift,,,,,,,,,,Plan de l'Eau,,,,,no,1800,09:06,1258,6,B 71,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5698564,45.4025415,6.5706453,45.4025333,6.5775938,45.4024612",way/31092331,chair_lift,,,,,survey,,,,,Morel,,,,,no,700,04:37,639,3,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5680505,45.3638559,6.5680074,45.3633663,6.567898,45.3621225,6.5676286,45.3590596,6.567547,45.3581318,6.5673997,45.3564579,6.5673131,45.3554728,6.5672381,45.3546206,6.5672145,45.3541333,6.5672042,45.3539197",way/33445807,chair_lift,,,,,,,,,,Roc de Tougne,,,,,no,2400,3,,6,M 57,,no,,,,,,,,,,,,,,,
,,,LineString,"6.5630957,45.3767062,6.5628437,45.3759479,6.5624778,45.3750441,6.562031,45.3739405,6.5616385,45.3729709,6.561017,45.3714358,6.5606598,45.3705534,6.5603924,45.3698929,6.5600026,45.3689299,6.5594024,45.3674473,6.5590261,45.3665176,6.5587687,45.3658817,6.5582712,45.3646529,6.558193,45.3644597,6.5581259,45.3642938,6.5580152,45.3640203",way/37718800,chair_lift,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2009,,,,,Tougnète 2,,,,,yes,3000,04:44,1562,6,,,no,,,,,,,,,,,,,,,
,,,LineString,"6.544284,45.3131214,6.5444767,45.3132253,6.544562,45.3132712,6.5446041,45.3132939,6.5453558,45.3136992,6.5467557,45.3144538,6.5483774,45.3153281,6.5496478,45.3160129,6.5507195,45.3165906,6.5525663,45.3175861,6.5537888,45.3182451,6.5545808,45.318672,6.5567346,45.3198329,6.5577389,45.3203743,6.5588916,45.3209956,6.5599968,45.3215913,6.560711,45.3219763,6.5614324,45.3223651,6.5629911,45.3232052,6.5642277,45.3238718,6.5649597,45.3242663",way/46721333,chair_lift,,,,,,,,,,Sunny Express,,,,,no,2400,06:26,2124,6,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5356737,45.3185285,6.5366232,45.3179613,6.5375419,45.3174125,6.5387349,45.3166999,6.5404707,45.3156629,6.5415672,45.3150079,6.5424308,45.314492,6.5436572,45.3138319,6.5438353,45.3137327",way/46721336,chair_lift,,,,,,,,,,Reberty,,,,,no,1800,02:47,837,6,,no,no,"Replaced in 2012, aerial imagery may be out of date",,,,,,,,,,,,,,
,,,LineString,"6.5538169,45.3542431,6.5540311,45.3542339,6.5544678,45.3542151,6.555826,45.3541566,6.5572665,45.3540945,6.5588486,45.3540264,6.5602827,45.3539646,6.5620777,45.3538873,6.5634527,45.353828,6.5647698,45.3537713,6.5662569,45.3537072,6.5664156,45.3537004",way/46936326,platter,,,,,,,,,,Teppes,,,,,,715,04:58,1839,2,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5922601,45.3496425,6.5920317,45.3485626,6.5920183,45.3484957,6.5919153,45.3479821,6.5917507,45.3471617,6.5915284,45.3460536,6.5914,45.3454136,6.5911413,45.3441242,6.5911255,45.3440452,6.5909645,45.3432429,6.5908315,45.3428037,6.5907572,45.3424448,6.5907106,45.3422201",way/47266027,chair_lift,,,,,,,,,,Mures Rouges,,,,,,1800,03:35,860,4,M 72,,,,,,,,,,,,,,,,,
,,,LineString,"6.5351097,45.3270294,6.537652,45.326065,6.539131,45.325504",way/53513552,cable_car,,,,,,,,,,Preyerand,,,,,,1244,0:45,,36,,,,,,,,,08:00-23:00,,,,,,,,,
,,,LineString,"6.5810046,45.3726081,6.5815839,45.3726788,6.5827081,45.3728161,6.5836108,45.3729263,6.5846267,45.3730504,6.5856426,45.3731744,6.5863522,45.3732792",way/73410826,platter,,,,,,,,,,Aigle,,,,,,800,02:32,450,1,M 52,,,,,,,,,,,,,,,,,
,,,LineString,"6.5048891,45.379449,6.5059953,45.377262",way/92079036,platter,,,,,,,,,,Village,,,,,,1800,03:05,369,4,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6194946,45.3964285,6.6158261,45.3912144,6.6105018,45.383432,6.6102757,45.3830707",way/94157939,cable_car,,,,,,,,,,Saulire,,,,,,1704,02:35,1713,143,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5808396,45.3708547,6.5812168,45.37017",way/98031316,rope_tow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5426493,45.3118615,6.54347,45.3109509",way/98939351,magic_carpet,,,,,,,,,,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5698816,45.2449846,6.5701898,45.2458279",way/99075723,rope_tow,,,,,,,,,,Débutants,,,,,,1500,01:26,104,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5754573,45.2962501,6.5782973,45.2959166",way/99075748,magic_carpet,,,,,,,,,,Musaraigne,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,LineString,"6.5779015,45.2954083,6.5807507,45.2949727",way/99075769,magic_carpet,,,,,,,,,,Campagnols,,,,,,,,,,,,no,,,,,yes,,,,,,,,,,
,,,LineString,"6.5801251,45.3741118,6.5796648,45.3740994,6.5784471,45.3740665,6.5766117,45.3740169,6.5752794,45.373981,6.5739553,45.3739452,6.5731435,45.3739233",way/99177911,gondola,,,,,,,,,,Chalets,,,,,,522,6,562,6,M 54,,,,,,,,,"Group gondola; 4 cabins per group, 6 persons per cabin",,,,,,,,
,,,LineString,"6.5471175,45.3194856,6.5478225,45.3193774",way/100063942,magic_carpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5800872,45.3727465,6.578169,45.3726455",way/102024136,magic_carpet,,,,,,,,,,Doron,,,,,,,,,,,,no,,,,,yes,,,,,,,,,,
,,,LineString,"6.5754519,45.3960512,6.5742516,45.3970241",way/102212536,rope_tow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5749874,45.3956194,6.576975,45.3938469",way/102212542,platter,,,,,,,,,,Côtes,,,,,,555,01:39,248,1,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5608801,45.4080693,6.5609966,45.4077295,6.5611781,45.4072149,6.5614298,45.4065012,6.5615399,45.4061892,6.5620519,45.4047375,6.562351,45.4038895,6.5626896,45.4029295,6.5628709,45.4024014,6.5631922,45.4014655,6.5634567,45.400695,6.5639962,45.3991235,6.5647088,45.3970477,6.5649703,45.3962858,6.5655913,45.3944767",way/102455333,gondola,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,2,,,Olympe 3,,,,,,,8,,6,,,,,,,,,,,,,,,,,,
,,,LineString,"6.55757,45.4283625,6.557751,45.427582,6.5578044,45.427248,6.5579252,45.4266488,6.5580334,45.4259645,6.5581503,45.4252257,6.5582938,45.4243187,6.5585103,45.4229498,6.5585511,45.4226924,6.5587997,45.4211209,6.5588799,45.4206134,6.5591623,45.4188281,6.5593342,45.4177416,6.5594764,45.4168428,6.5596372,45.4158259,6.5597388,45.4151836,6.5598748,45.4143235,6.5600508,45.4132111,6.5603313,45.4114374,6.5604414,45.4107411,6.5606643,45.409373,6.5607668,45.4087442,6.5608801,45.4080693",way/102455335,gondola,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,2,,,Olympe 2,,,,,,,8,,6,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5781656,45.4047617,6.5773431,45.4035529",way/103076326,rope_tow,,,,,,,,,,Fontany,,,,,,1600,01:43,155,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5739124,45.3969069,6.5745042,45.3963887",way/103077907,magic_carpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5389325,45.3213902,6.5404736,45.319632",way/104588244,platter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5668489,45.3912949,6.5651693,45.3911416,6.5623414,45.3908835,6.5613723,45.3907496,6.5605625,45.3906377,6.5597527,45.3905258",way/105224952,platter,,,,,,,1,,,Stade,,,,,,300,02:30,300,1,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5355077,45.3265602,6.5367219,45.3260605",way/107706611,magic_carpet,,,,,,,,,,Preyerand,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
